entity_label,entity_class,oid,mentioned,entity,
abnormal cloacal fold morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011836,
abnormal salivary gland duct morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009517,
enlarged salivary gland,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009516,
abnormal cloacal membrane morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011837,
abnormal cerebellar Golgi cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009512,
distended stomach,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009511,
cecal atresia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009510,
decreased pancreatic beta cell proliferation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011820,
"abnormal CD8-positive, alpha-beta memory T cell proliferation",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011821,
"increased CD8-positive, alpha-beta memory T cell proliferation",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011822,
impaired neuron differentiation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011827,
urinary bladder cysts,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011828,
vesicovaginal fistula,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011829,
absent rectum,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009509,
"decreased CD8-positive, alpha-beta memory T cell proliferation",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011823,
increased cell chemotaxis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011824,
abnormal mammary gland connective tissue morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009507,
abnormal mammary gland alveolus morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009506,
decreased cell chemotaxis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011825,
increased lymphocyte chemotaxis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011826,
abnormal mammary gland lobule morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009505,
abnormal mammary gland epithelium morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009504,
abnormal mammary gland duct morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009503,
abnormal areola morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009502,
abnormal hepatic duct morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009501,
abnormal interlobular bile duct morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009500,
abnormal pancreatic beta cell proliferation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011818,
increased pancreatic beta cell proliferation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011819,
increased cranium length,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011812,
long maxilla,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011813,
abnormal pre-pro B cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011814,
decreased urinary bladder weight,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011800,
abnormal myoblast differentiation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011808,
seminal vesiculitis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011802,
double kidney pelvis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011803,
UBERON_0010756,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0010756,
Midface retrusion,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011800,
Hamartoma of tongue,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011802,
Bifid nose,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011803,
CL_0000198,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000198,
UBERON_0008425,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0008425,
GO_0051216,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0051216,
GO_0002281,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0002281,
UBERON_0009747,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0009747,
UBERON_0009748,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0009748,
UBERON_0009743,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0009743,
CL_0000175,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000175,
UBERON_0010747,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0010747,
CL_0000162,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000162,
CL_0000165,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000165,
CL_0000164,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000164,
CL_0000155,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000155,
GO_0002249,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0002249,
CL_0000135,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000135,
CL_0000110,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000110,
CL_0000113,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000113,
CL_0000119,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000119,
CL_0000109,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000109,
CL_0000108,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000108,
CL_0000107,Class,mp.owl,1,http://purl.obolibrary.org/obo/CL_0000107,
Hematuria,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000790,
Abnormality of adipose tissue,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009124,
Aplasia/hypoplasia affecting bones of the axial skeleton,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009122,
Aplasia/Hypoplasia involving the sinuses,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009120,
Abnormality of the urethra,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000795,
Abnormal axial skeleton morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009121,
Renal steatosis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000799,
Abnormality of the medulla oblongata,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011441,
Aplasia of the phalanges of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010110,
Short phalanx of hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010111,
Abnormality of coordination,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011443,
Mesoaxial foot polydactyly,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010112,
Fragmentation of the epiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010117,
Ankle clonus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011448,
Knee clonus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011449,
Retinal neoplasm,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012777,
Irregular epiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010118,
Ivory epiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010119,
Abnormality of the ciliary body,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012776,
Aplasia/Hypoplasia involving the musculature of the extremities,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009128,
Absent hallux epiphysis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010113,
Upper limb amyotrophy,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009129,
Bracket epiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010114,
Increased adipose tissue,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009126,
Cone-shaped epiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010115,
Abnormality of the musculature of the limbs,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009127,
Enlarged epiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010116,
Diaphragmatic weakness,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009113,
Nephrolithiasis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000787,
Infertility,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000789,
Partial duplication of the phalanges of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010101,
Cerebral white matter atrophy,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012762,
Absent mastoid,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012761,
Aplasia of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010106,
Abnormal placental size,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012767,
Short proximal phalanx of hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010107,
Aplasia/Hypoplasia of the frontal sinuses,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009119,
Short hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010109,
Aplasia of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010102,
Aplasia/Hypoplasia of the maxilla,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009117,
Short distal phalanx of hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010103,
Aplasia/Hypoplasia of the mandible,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009118,
Absent first metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010104,
Aplasia/hypoplasia involving the skeleton,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009115,
Aplasia/Hypoplasia involving bones of the skull,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009116,
Short first metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010105,
Aplasia/Hypoplasia involving the pelvis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009103,
Thick anterior alveolar ridges,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009100,
Submucous cleft lip,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009101,
Abnormality of the ribs,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000772,
Short ribs,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000773,
Gynecomastia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000771,
Congenital diaphragmatic hernia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000776,
Abnormality of the thymus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000777,
Narrow chest,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000774,
Abnormality of the diaphragm,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000775,
Hypoplasia of the thymus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000778,
increased bone mineralization,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0020080,
CNS hypermyelination,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012754,
Aplasia/Hypoplasia involving the femoral head and neck,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009108,
Abnormal pelvis bone ossification,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009106,
Abnormality of chloride homeostasis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011422,
Abnormal ossification involving the femoral head and neck,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009107,
Hyperchloremia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011423,
Increased serum zinc,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011424,
Aplasia/Hypoplasia of the pubic bone,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009104,
Abnormal ossification of the pubic bone,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009105,
Abnormal neuron morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012757,
Abnormality of placental membranes,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011409,
Decreased nerve conduction velocity,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000762,
Abnormality of the thorax,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000765,
Abnormality of the sternum,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000766,
Peripheral axonal degeneration,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000764,
Abnormality of the breast,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000769,
Pectus excavatum,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000767,
Pectus carinatum,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000768,
Short palpebral fissure,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012745,
Calcified placenta,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011415,
Femoral aplasia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012744,
Long umbilical cord,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011417,
Abdominal obesity,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012743,
Thin fingernail,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012742,
Thin toenail,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012746,
Bullet-shaped middle phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009168,
Broad middle phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009169,
Fragmentation of the epiphysis of the distal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009166,
Irregular epiphysis of the distal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009167,
Abnormal calcification of the carpal bones,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009164,
Stippling of the epiphysis of the distal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009165,
Absent middle phalanx of 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009162,
Absent epiphysis of the proximal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009160,
Aplasia/Hypoplasia of the middle phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009161,
Fragmentation of the epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010153,
Irregular epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010154,
Ivory epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010155,
Abnormality of corneal thickness,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011486,
Increased corneal thickness,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011487,
Pseudoepiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010156,
Abnormal lacrimal duct morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011481,
Bracket epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010150,
Abnormality of the lacrimal gland,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011482,
Cone-shaped epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010151,
Enlarged epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010152,
Abnormality of corneal endothelium,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011488,
Small epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010157,
Abnormal migration of corneal endothelium,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011489,
Stippling of the epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010158,
Triangular epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010159,
Ivory epiphysis of the proximal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009157,
Enlarged epiphysis of the proximal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009158,
Cone-shaped epiphysis of the proximal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009155,
Abnormality of the epiphysis of the proximal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009153,
Triangular epiphysis of the proximal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009154,
Abnormality of the epiphyses of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009152,
Abnormality of the proximal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009150,
Villous atrophy,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011473,
Fragmentation of the epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010142,
Irregular epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010143,
Ivory epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010144,
Pseudoepiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010145,
Cone-shaped epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010140,
Abnormality of small intestinal villus morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011472,
Enlarged epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010141,
Small epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010146,
Stippling of the epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010147,
Abnormality of the lacrimal punctum,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011479,
Small epiphysis of the proximal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009159,
Triangular epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010148,
Absent epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010149,
Enlarged epiphysis of the distal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009147,
CHEBI_28815,Class,hp.owl,1,http://purl.obolibrary.org/obo/CHEBI_28815,
Supernumerary bones of the axial skeleton,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009144,
Abnormal cerebral artery morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009145,
Duplication of bones involving the upper extremities,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009142,
Synostosis involving bones of the feet,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009140,
decreased bone ossification,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0020040,
NCIT_C9309,Class,hp.owl,1,http://purl.obolibrary.org/obo/NCIT_C9309,
DOID_1749,Class,mp.owl,1,http://purl.obolibrary.org/obo/DOID_1749,
Fragmentation of the epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010131,
Absent ossification of thoracic vertebral bodies,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012792,
Irregular epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010132,
Abnormal humeral ossification,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012791,
Ivory epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010133,
Pseudoepiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010134,
Enlarged epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010130,
Bracket epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010139,
Lymphatic vessel neoplasm,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012797,
Small epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010135,
Aplasia/Hypoplasia of the gallbladder,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011466,
Stippling of the epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010136,
Absent gallbladder,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011467,
Small epiphysis of the distal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009148,
Triangular epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010137,
Triangular epiphysis of the distal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009149,
Absent epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010138,
Duplication involving bones of the feet,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009136,
Osteolysis involving bones of the feet,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009134,
Abnormality of the musculature of the thorax,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009131,
Abnormal tarsal bone mineral density,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009132,
Hand muscle atrophy,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009130,
increased bone ossification,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0020039,
Pseudoepiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010120,
retinal macular degeneration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0020038,
Small epiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010121,
Functional abnormality of the middle ear,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011452,
Neoplasm of the ear,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012780,
Stippling of the epiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010122,
Abnormality of the incus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011453,
Triangular epiphyses of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010123,
Abnormality of the malleus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011454,
Flexion contracture of finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012785,
abnormal alpha-beta intraepithelial T cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008399,
"abnormal CD8-positive, alpha-beta regulatory T cell morphology",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008398,
"abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008397,
Hypoplasia of the calcaneus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012789,
Bracket epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010128,
Esophageal carcinoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011459,
abnormal osteoclast differentiation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008396,
Cone-shaped epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010129,
abnormal osteoblast differentiation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008395,
increased primordial germ cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008394,
absent primordial germ cells,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008393,
Absent malleus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011455,
decreased primordial germ cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008392,
Osteolysis involving bones of the lower limbs,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009139,
Abnormality of the epiphysis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010124,
abnormal primordial germ cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008391,
Absent stapes,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011456,
Abnormality of the epiphysis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010125,
abnormal primordial germ cell proliferation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008390,
Abnormality of the epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010126,
Absent epiphysis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0010127,
Synostosis involving bones of the lower limbs,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0009138,
Agitation,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000713,
Abnormality of the nervous system,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000707,
Behavioral abnormality,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000708,
Amelogenesis imperfecta,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000705,
hypochromic macrocytic anemia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008389,
hypochromic microcytic anemia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008388,
Psychosis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000709,
absent styloid process,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008386,
absent basisphenoid bone,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008385,
absent nasal capsule,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008384,
enlarged gonial bone,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008383,
gonial bone hypoplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008382,
absent gonial bone,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008381,
PR_000011107,Class,mp.owl,1,http://purl.obolibrary.org/obo/PR_000011107,
abnormal gonial bone morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008380,
abnormal impulsive behavior control,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010698,
dilated hair follicles,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010699,
abnormal hair follicle isthmus morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010694,
UBERON_0008598,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0008598,
abnormal blood pressure regulation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010695,
UBERON_0008597,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0008597,
Dentinogenesis imperfecta,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000703,
absent malleus head,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008379,
small malleus processus brevis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008378,
absent malleus manubrium,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008377,
small malleus manubrium,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008376,
short malleus manubrium,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008375,
